category_tree,service_name,stats_category
Capelli Corti ,Shampoo,Shampoo
Capelli Medi,Shampoo,Shampoo
Capelli Lunghi,Shampoo,Shampoo
Capelli Corti ,Taglio ,Taglio
Capelli Medi,Taglio ,Taglio
Capelli Lunghi,Taglio ,Taglio
Capelli Corti ,Taglio Bimbo/a,Taglio
Capelli Medi,Taglio Bimbo/a,Taglio
Capelli Lunghi,Taglio Bimbo/a,Taglio
Capelli Corti ,Piega,Piega
Capelli Medi,Piega,Piega
Capelli Lunghi,Piega,Piega
Capelli Corti ,Ritocco Colore,Colore
Capelli Medi,Ritocco Colore,Colore
Capelli Lunghi,Ritocco Colore,Colore
Capelli Corti ,Colore Completo,Colore
Capelli Medi,Colore Completo,Colore
Capelli Lunghi,Colore Completo,Colore
Capelli Corti ,Meches Parziali,Meches
Capelli Medi,Meches Parziali,Meches
Capelli Lunghi,Meches Parziali,Meches
Capelli Corti ,Meches Completo,Meches
Capelli Medi,Meches Completo,Meches
Capelli Lunghi,Meches Completo,Meches
Capelli Corti ,Balayage,Balayage
Capelli Medi,Balayage,Balayage
Capelli Lunghi,Balayage,Balayage
Capelli Corti ,Degradè Ritocco,Degradè
Capelli Medi,Degradè Ritocco,Degradè
Capelli Lunghi,Degradè Ritocco,Degradè
Capelli Corti ,Degradè,Degradè
Capelli Medi,Degradè,Degradè
Capelli Lunghi,Degradè,Degradè
Capelli Corti ,Permanente,Permanente
Capelli Medi,Permanente,Permanente
Capelli Lunghi,Permanente,Permanente
Capelli Corti ,Riflessante,Riflessante
Capelli Medi,Riflessante,Riflessante
Capelli Lunghi,Riflessante,Riflessante
Capelli Corti ,Stiraggio,Piega
Capelli Medi,Stiraggio,Piega
Capelli Lunghi,Stiraggio,Piega
Capelli Corti ,Tonalizzante,Tonalizzante
Capelli Medi,Tonalizzante,Tonalizzante
Capelli Lunghi,Tonalizzante,Tonalizzante
Capelli Corti ,Trattamento,Trattamento capelli
Capelli Medi,Trattamento,Trattamento capelli
Capelli Lunghi,Trattamento,Trattamento capelli
Capelli Corti ,Ricostruzione,Trattamento capelli
Capelli Medi,Ricostruzione,Trattamento capelli
Capelli Lunghi,Ricostruzione,Trattamento capelli
Capelli Corti ,Trat Pulizia Cute,Pulizia cute
Capelli Medi,Trat Pulizia Cute,Pulizia cute
Capelli Lunghi,Trat Pulizia Cute,Pulizia cute
Capelli Medi,Conditional,Piega
Capelli Medi,Maschera,Keratina
Capelli Medi,Mousse,Piega
Capelli Medi,Cristalli Liquidi,Massaggio
Capelli Medi,Protezione Cute,Piega
Capelli Medi,Acconciatura Sposa,Piega
Capelli Corti ,Conditional,Piega
Capelli Corti ,Maschera,Keratina
Capelli Corti ,Mousse,Piega
Capelli Corti ,Cristalli Liquidi,Massaggio
Capelli Corti ,Protezione Cute,Pulizia cute
Capelli Corti ,Acconciatura Sposa,Piega
Capelli Lunghi,Conditional,Piega
Capelli Lunghi,Maschera,Keratina
Capelli Lunghi,Mousse,Piega
Capelli Lunghi,Cristalli Liquidi,Massaggio
Capelli Lunghi,Protezione Cute,Piega
Capelli Lunghi,Acconciatura Sposa,Piega
Capelli Medi,Piega Babyliss,Piega
Capelli Medi,Piega Piastra,Piega
Capelli Medi,Piega Frisè,Piega Frisè
Capelli Medi,Piega Onde,Piega
Capelli Corti ,Piega Babyliss,Piega
Capelli Corti ,Piega Piastra,Piega
Capelli Corti ,Piega Frisè,Piega Frisè
Capelli Corti ,Piega Onde,Piega
Capelli Lunghi,Piega Babyliss,Piega babyliss
Capelli Lunghi,Piega Piastra,Piega piastra
Capelli Lunghi,Piega Frisè,Piega Frisè
Capelli Lunghi,Piega Onde,Piega onde
Capelli Lunghi,Trat Pulizia Cute,Pulizia cute
Capelli Lunghi,Ricostruzione,Trattamento capelli
Capelli Corti ,Ricostruzione,Trattamento capelli
Capelli Corti ,Ricostruzione,Trattamento capelli
Capelli Medi,Ricostruzione,Trattamento capelli
Capelli Corti,Shampoo + Piega,Shampoo
Capelli Medi,Shampoo + Piega,Shampoo
Capelli Lunghi,Shampoo + Piega,Shampoo
Servizi Uomo,Shampoo + Taglio Uomo,Ceretta
Capelli Medi,Meches+tonalizzante,Tonalizzante
Capelli Corti,Balayage,Balayage
Capelli Corti,Permanente,Permanente
Capelli Corti,Stiraggio,Piega
Capelli Medi,Taglio ,Taglio
Bimbo/a,Taglio bimba/o,Taglio
Capelli Lunghi,Meches+tonalizzante,Meches
Capelli Medi,Balayage,Balayage
Capelli Lunghi,Balayage,Balayage
Capelli Medi,Degradè ,Degradè
Capelli Lunghi,Degradè ,Degradè
Capelli Medi,Permanente,Permanente
Capelli Medi,Riflessante,Riflessante
Capelli Medi,Stiraggio,Piega
Capelli Lunghi,Stiraggio,Piega
Capelli Lunghi,Taglio,Taglio
Capelli Medi,Ritocco Colore + Shampoo + Piega,Colore
Capelli Medi,Colore Totale,Colore
Capelli Lunghi,Colore Totale,Colore
Capelli Lunghi,Riflessante,Riflessante
Capelli Lunghi,Trattamento Re Light,Trattamento capelli
Capelli Corti,Taglio,Taglio
Capelli Corti,Ritocco Colore + Shampoo + Piega,Colore
Capelli Corti,Colore Totale,Colore
Capelli Corti,Riflessante,Riflessante
Capelli Medi,Trattamento Re Light,Trattamento capelli
Capelli Lunghi,Ritocco Colore + Shampoo + Piega,Shampoo
Capelli Medi,Shatush,Piega
Capelli Lunghi,Shatush,Piega
Capelli Medi,Shampoo + Piega + Steam Pod,Shampoo
Capelli Lunghi,Shampoo + Piega + Steam Pod,Shampoo
Capelli Corti,Meches+tonalizzante,Tonalizzante
Capelli Medi,Acconciatura,Piega
Capelli Lunghi,Acconciatura,Piega
Capelli Corti,Acconciatura,Piega
Capelli Corti,Trattamento Keratinizzante (con fonte di calore),Trattamento capelli
Capelli Medi,Trattamento Keratinizzante (con fonte di calore),Trattamento capelli
Capelli Lunghi,Trattamento Keratinizzante (con fonte di calore),Trattamento capelli
Capelli Corti,Trattamento Keratinizzante,Trattamento capelli
Capelli Medi,Trattamento Keratinizzante,Trattamento capelli
Capelli Lunghi,Trattamento Keratinizzante,Trattamento capelli
Servizi Uomo,Barba,Barba
Capelli Corti,Trattamento Re Light,Trattamento capelli
Capelli Medi,Micro Meches ,Meches
Capelli Lunghi,Micro Meches ,Meches
Capelli Corti,Trattramento Detox,Piega
Capelli Medi,Trattramento Detox,Piega
Capelli Lunghi,Trattramento Detox,Piega
Capelli Medi,Laminazione,Ciglia/Sopracciglia
Capelli Lunghi,Laminazione,Ciglia/Sopracciglia
Capelli Corti,pettinata,Piega
Capelli Medi,pettinata ,Piega
Capelli Lunghi,pettinata,Piega
Servizi Uomo,shampoo+taglio+barba ,Taglio e barba
nan,Anticaduta,Balayage
nan,Antigrasso,Balayage
nan,Per Cute Sensibile,Keratina
nan,Deforforante,Balayage
Maschile > Capelli,Taglio ,Taglio
Maschile > Capelli,Taglio Bimbo/a,Taglio
Maschile > Capelli,Taglio Tattoo,Taglio
Maschile > Capelli,Taglio uomo,Taglio
Maschile > Capelli,Taglio (Rasatura),Taglio
Maschile > Barba,Barba Totale,Barba
Maschile > Barba,Barba Modellata,Barba
Maschile > Capelli,Piega,Piega
Maschile > Capelli,Schiariture,Trattamento capelli
Maschile > Capelli,Grey,Trattamento capelli
Maschile > Capelli,Hydrogen Cute,Pulizia cute
Maschile > Capelli,Deforforante ,Trattamento capelli
Maschile > Barba,Colore Barba ,Barba
Maschile > Barba,Barba Relax ,Barba
Maschile > Capelli,taglio+barba,Taglio e barba
Femminile > servizi,piega,Piega
Femminile > servizi,taglio+piega,Piega
Capelli,Taglio ,Taglio
Capelli,Taglio + Shampoo,Taglio
Barba,Barba Totale,Barba
Barba,Taglio + Barba Modellata,Barba
Barba,Taglio + Barba Totale,Barba
Capelli,Taglio per 2 persone,Taglio
Capelli,Taglio per 3 persone,Taglio
Maschile,Taglio,Taglio
Maschile,Taglio Bimbo,Taglio
Femminile > Capelli Corti,Shampoo,Shampoo
Femminile > Capelli Medi,Shampoo,Shampoo
Femminile > Capelli Lunghi,Shampoo,Shampoo
Femminile > Capelli Corti,Taglio,Taglio
Femminile > Capelli Medi,Taglio,Taglio
Femminile > Capelli Lunghi,Taglio,Taglio
Femminile > Capelli Corti,Piega,Piega
Femminile > Capelli Medi,Piega,Piega
Femminile > Capelli Lunghi,Piega,Piega
Femminile > Capelli Corti,Ritocco Colore,Colore
Femminile > Capelli Medi,Ritocco Colore,Colore
Femminile > Capelli Lunghi,Ritocco Colore,Colore
Femminile > Capelli Corti,Colore completo,Colore
Femminile > Capelli Medi,Colore completo,Colore
Femminile > Capelli Lunghi,Colore completo,Colore
Femminile > Capelli Corti,Meches Parziali,Meches
Femminile > Capelli Medi,Meches Parziali,Meches
Femminile > Capelli Lunghi,Meches Parziali,Meches
Femminile > Capelli Corti,Meches Completo,Meches
Femminile > Capelli Medi,Meches Completo,Meches
Femminile > Capelli Lunghi,Meches Completo,Meches
Femminile > Capelli Corti,Balayage,Balayage
Femminile > Capelli Medi,Balayage,Balayage
Femminile > Capelli Lunghi,Balayage,Balayage
Femminile > Capelli Corti,Degradè Ritocco,Degradè
Femminile > Capelli Medi,Degradè Ritocco,Degradè
Femminile > Capelli Lunghi,Degradè Ritocco,Degradè
Femminile > Capelli Corti,Degradè ,Degradè
Femminile > Capelli Medi,Degradè ,Degradè
Femminile > Capelli Lunghi,Degradè ,Degradè
Femminile > Capelli Corti,Permanente,Permanente
Femminile > Capelli Medi,Permanente,Permanente
Femminile > Capelli Lunghi,Permanente,Permanente
Femminile > Capelli Corti,Riflessante,Riflessante
Femminile > Capelli Medi,Riflessante,Riflessante
Femminile > Capelli Lunghi,Riflessante,Riflessante
Femminile > Capelli Corti,Tonalizzante,Tonalizzante
Femminile > Capelli Medi,Tonalizzante,Tonalizzante
Femminile > Capelli Lunghi,Tonalizzante,Tonalizzante
Femminile > Capelli Corti,Trattamento,Trattamento capelli
Femminile > Capelli Medi,Trattamento,Trattamento capelli
Femminile > Capelli Lunghi,Trattamento,Trattamento capelli
Femminile > Capelli Corti,Ricostruzione,Trattamento capelli
Femminile > Capelli Medi,Ricostruzione,Trattamento capelli
Femminile > Capelli Lunghi,Ricostruzione,Trattamento capelli
Femminile > Capelli Corti,Pulizia Cute,Pulizia cute
Femminile > Capelli Medi,Pulizia Cute,Pulizia cute
Femminile > Capelli Lunghi,Pulizia Cute,Pulizia cute
Femminile > Capelli Corti,Striraggio,Piega
Femminile > Capelli Medi,Striraggio,Piega
Femminile > Capelli Lunghi,Striraggio,Piega
nan,Ritocco colore 10 minuti,Colore
Capelli,Rasatura Barba completa,Barba
Capelli,Modellatura Barba,Barba
Capelli,1 Bimbo (Shampoo + Taglio + Asciugatura) ,Taglio
Capelli,Shampoo + Taglio + Asciugatura,Taglio
nan,colore semipermanente,Manicure
Capelli,decolorazione +tonalizzante ,Tonalizzante
nan,colore ,Colore
Capelli,shampoo+taglio+barba,Taglio e barba
Capelli,Hair Tattoo,Massaggio
nan,Shampoo + Piega,Piega
nan,Shampoo + Taglio + Piega,Taglio
nan,Ritocco Colore + Shampoo + Piega,Piega
nan,Ritocco Colore + Shampoo + Taglio + Piega,Taglio
nan,Colore Totale + Shampoo + Piega,Piega
nan,Colore Totale + Shampoo + Taglio + Piega,Taglio
nan,Colore Totale + Shampoo + Meches + Piega,Piega
nan,Colore Totale + Shampoo + Meches + Taglio + Piega,Taglio
nan,Meches + Shampoo + Piega,Piega
nan,Meches + Shampoo + Taglio + Piega,Taglio
nan,Meches + Shampoo + Tonalizzante + Taglio + Piega,Taglio
nan,Permanente + Shampoo + Piega,Piega
nan,Permanente + Shampoo + Taglio + Piega,Taglio
nan,Ricostruzione + Shampoo + Piega,Piega
nan,Ricostruzione + Shampoo + Taglio + Piega,Taglio
nan,Riflessante + Shampoo + Piega,Piega
nan,Riflessante + Shampoo + Taglio + Piega,Taglio
nan,Trat Ossigeno Anticaduta + Shampoo + Piega,Piega
nan,Trat Ossigeno Antiforfora + Shampoo + Piega,Piega
nan,Trat Ossigeno Antisebo + Shampoo + Piega,Piega
nan,Pulizia del Colore + Shampoo + Piega,Piega
nan,Pulizia del Colore + Shampoo + Taglio + Piega,Taglio
nan,Raccolto,Balayage
nan,Tratt Anticaduta Mani + piega,Epilazione laser
nan,Colore Totale + Shampoo + Meches +tonalizzante+ Piega,Piega
nan,Tonalizzante,Tonalizzante
nan,Shampoo+Piega lunga,Piega
Capelli Corti ,App Ritocco Colore,Colore
Capelli Medi,App Ritocco Colore,Colore
Capelli Lunghi,App Ritocco Colore,Colore
Capelli Corti ,App Colore Completo,Colore
Capelli Medi,App Colore Completo,Colore
Capelli Lunghi,App Colore Completo,Colore
Capelli Corti ,App Meches Parziali,Meches
Capelli Medi,App Meches Parziali,Meches
Capelli Lunghi,App Meches Parziali,Meches
Capelli Corti ,App Meches Completo,Meches
Capelli Medi,App Meches Completo,Meches
Capelli Lunghi,App Meches Completo,Meches
Capelli Medi,App Shadè,Balayage
Capelli Medi,App Raffol,Balayage
Capelli Lunghi,App Shadè,Balayage
Capelli Lunghi,App Raffol,Balayage
Capelli Corti ,App Permanente,Permanente
Capelli Medi,App Permanente,Permanente
Capelli Lunghi,App Permanente,Permanente
Capelli Corti ,App Riflessante,Riflessante
Capelli Medi,App Riflessante,Riflessante
Capelli Lunghi,App Riflessante,Riflessante
Capelli Medi,Stiraggio,Piega
Capelli Lunghi,Stiraggio,Piega
Capelli Corti ,Tonalizzante,Tonalizzante
Capelli Medi,Tonalizzante,Tonalizzante
Capelli Lunghi,Tonalizzante,Tonalizzante
Capelli Corti ,Trattamento AntiCaduta,Trattamento capelli
Capelli Medi,Trattamento AntiCaduta,Trattamento capelli
Capelli Lunghi,Trattamento AntiCaduta,Trattamento capelli
Capelli Corti ,Ricostruzione,Trattamento capelli
Capelli Medi,Ricostruzione,Trattamento capelli
Capelli Lunghi,Ricostruzione,Trattamento capelli
Capelli Corti ,Trat Pulizia Cute,Pulizia cute
Capelli Medi,Trat Pulizia Cute,Pulizia cute
Capelli Lunghi,Trat Pulizia Cute,Pulizia cute
Capelli Corti ,Riflessante al Lavaggio,Riflessante
Capelli Medi,Riflessante al Lavaggio,Riflessante
Capelli Lunghi,Riflessante al Lavaggio,Riflessante
Capelli Corti ,Colore S.A.,Colore
Capelli Medi,Colore S.A.,Colore
Capelli Lunghi,Colore S.A.,Colore
Capelli Corti ,Stiraggio,Piega
Capelli Corti ,Disciplinante,Piega
Capelli Medi,Disciplinante,Piega
Capelli Lunghi,Disciplinante,Piega
Capelli Corti ,Trucco,Makeup/Trucco
Capelli Medi,Trucco,Makeup/Trucco
Capelli Lunghi,Trucco,Makeup/Trucco
Capelli Corti ,Acconciatura,Piega
Capelli Medi,Acconciatura,Piega
Capelli Lunghi,Acconciatura,Piega
Capelli Medi,Shampoo+ Piega Onde,Shampoo
Capelli Lunghi,Shampoo+ Piega Onde,Shampoo
Capelli Corti ,Piega ,Piega
Capelli Medi,Piega ,Piega
Capelli Lunghi,Piega ,Piega
nan,Shampoo,Shampoo
Capelli Corti ,Shampoo,Shampoo
Capelli Medi,Shampoo,Shampoo
Capelli Lunghi,Shampoo,Shampoo
Capelli Medi,Shampoo+ Piega+ Piastra,Piega
Capelli Lunghi,Shampoo+ Piega+ Piastra,Shampoo
Capelli Corti ,Taglio ,Taglio
Capelli Medi,Taglio ,Taglio
Capelli Lunghi,Taglio ,Taglio
Capelli Corti,Shampoo,Shampoo
Capelli Medi,Shampoo,Shampoo
Capelli Lunghi,Shampoo,Shampoo
Capelli Corti,Taglio ,Taglio
Capelli Medi,Taglio ,Taglio
Capelli Lunghi,Taglio ,Taglio
Capelli Corti,Taglio Bimbo/a,Taglio
Capelli Medi,Taglio Bimbo/a,Taglio
Capelli Lunghi,Taglio Bimbo/a,Taglio
Capelli Corti,Piega,Piega
Capelli Medi,Piega,Piega
Capelli Lunghi,Piega,Piega
Capelli Corti,App Ritocco Colore,Colore
Capelli Medi,App Ritocco Colore,Colore
Capelli Lunghi,App Ritocco Colore,Colore
Capelli Corti,App Colore Completo,Colore
Capelli Medi,App Colore Completo,Colore
Capelli Lunghi,App Colore Completo,Colore
Capelli Corti,App Meches Completo,Meches
Capelli Medi,App Meches Completo,Meches
Capelli Lunghi,App Meches Completo,Meches
Capelli Corti,App Balayage,Balayage
Capelli Medi,App Balayage,Balayage
Capelli Lunghi,App Balayage,Balayage
Capelli Corti,App Permanente,Permanente
Capelli Medi,App Permanente,Permanente
Capelli Lunghi,App Permanente,Permanente
Capelli Corti,App Riflessante,Riflessante
Capelli Medi,App Riflessante,Riflessante
Capelli Lunghi,App Riflessante,Riflessante
Capelli Corti,Stiraggio,Piega
Capelli Medi,Stiraggio,Piega
Capelli Lunghi,Stiraggio,Piega
Capelli Corti,Tonalizzante,Tonalizzante
Capelli Medi,Tonalizzante,Tonalizzante
Capelli Lunghi,Tonalizzante,Tonalizzante
Capelli Corti,Ricostruzione,Trattamento capelli
Capelli Medi,Ricostruzione,Trattamento capelli
Capelli Lunghi,Ricostruzione,Trattamento capelli
Capelli Corti,Trat Pulizia Cute,Pulizia cute
Capelli Medi,Trat Pulizia Cute,Pulizia cute
Capelli Lunghi,Trat Pulizia Cute,Pulizia cute
Capelli Corti,App Illumia,Balayage
Capelli Medi,App Illumia,Balayage
Capelli Lunghi,App Illumia,Balayage
Capelli Corti,Anticrespo,Trattamento capelli
Capelli Medi,Anticrespo,Trattamento capelli
Capelli Lunghi,Anticrespo,Trattamento capelli
Capelli Corti,Colore Senza Ammoniaca,Colore
Capelli Medi,Colore Senza Ammoniaca,Colore
Capelli Lunghi,Colore Senza Ammoniaca,Colore
Capelli Corti,Baby Highlights,Taglio
Capelli Medi,Baby Highlights,Taglio
Capelli Lunghi,Baby Highlights,Taglio
Maschile,Taglio ,Taglio
Maschile,Barba all'Italiana (rasatura totale),Barba
Maschile,Barba scolpita ,Barba
Maschile,Permanente/Stiraggio ,Piega
Maschile,Taglio Rasati a zero ,Taglio
Maschile,1 Taglio bambino,Taglio
Maschile,2 tagli Bambino,Balayage
Maschile,3 tagli Bambino,Balayage
Maschile,Massaggio Relax con Vibe + Lozione tonificante per cute e capelli,Massaggio
Servizi Uomo,Taglio + Shampoo + Piega + Barba ,Taglio e barba
Servizi Bimbo,Taglio + Shampoo + Piega  (Bimbo),Taglio
Servizi Bimbo,Taglio + Shampoo + Piega (2 bimbi)  ,Taglio
Servizi Uomo,Regolazione e Rifinitura Barba,Barba
Servizi Uomo,Rasatura Barba,Barba
Servizi Uomo,Shampoo + Piega                               ,Piega
Servizi Uomo,Men Refresh  ,Ceretta
Servizi Uomo,Pulizia Cute + Shampoo + Piega ,Pulizia cute
Servizi Uomo,Taglio + Shampoo + Lozione + Piega,Taglio
Servizi Bimbo,YOcolor (colorazione spray NON permanente),Ciglia/Sopracciglia
Servizi Bimbo,Taglio + Shampoo + Piega + YOcolor (colorazione spray) ,Taglio
Servizi Uomo,Taglio + Shampoo + Piega,Taglio
Servizi Uomo,Taglio + Shampoo + Lozione + Piega + Barba,Taglio e barba
Servizi Bimbo,Pulizia Cute + Shampoo + Piega  (Bimbo) ,Taglio
Servizi Bimbo,Taglio + Pulizia Cute + Shampoo + Piega  (Bimbo) ,Taglio
Servizi Uomo,Taglio + Pulizia Cute + Shampoo + Piega ,Taglio
Servizi Uomo,Valutazione dello stato di cuoio capelluto e capelli,Ceretta
Servizi Uomo,Shampoo + Lozione Personalizzata + Piega + Barba,Piega
Servizi Uomo,Shampoo + Lozione Personalizzata + Piega,Piega
Capelli,Shampoo,Shampoo
Capelli,Piega,Piega
Capelli,Shampoo + Taglio + Piega ,Taglio
Capelli,Taglio Bimbo,Taglio
Capelli,Shampoo + Taglio Moda + Piega,Taglio
Capelli,Shampoo + Piega,Piega
Barba,Barba Totale,Barba
Barba,Barba Modellata,Barba
Barba,Colore Barba,Barba
Barba,Barba Igienizzata ,Barba
Barba,Barba Igienizzata Green Door,Barba
Servizio Estetico > Cera,Braccia,Ceretta
Servizio Estetico > Cera,Petto,Ceretta
Servizio Estetico > Cera,Schiena,Pedicure
Servizio Estetico > Cera,Ascelle,Ceretta
Servizio Estetico > Cera,Baffetti,Ceretta
Servizio Estetico > Cera,Zigomi,Ceretta
Servizio Estetico > Cera,Sopracciglia ,Ciglia/Sopracciglia
Servizio Estetico > Cera,Naso,Pedicure
Servizio Estetico > Cera,Orecchie,Ceretta
Servizio Estetico > Depilazione,Depilazione Macchinetta,Pedicure
Servizio Estetico > Depilazione,Oscuramento Sopracciglia Henne,Ciglia/Sopracciglia
Servizio Estetico > Igienizzazione Viso e Cute,Igienizzazione Viso ,Trattamenti viso
Servizio Estetico > Igienizzazione Viso e Cute,Igienizzazione Cute,Pulizia cute
Servizio Estetico > Cera,modellazione barba,Barba
Capelli,"shampoo,taglio,barba",Taglio e barba
Maschile,Shampoo,Shampoo
Maschile,Taglio ,Taglio
Maschile,Maschera specifica,Keratina
Maschile,Barba con Kit monouso,Barba
Maschile,Barba Stilizzata,Barba
Maschile,Barba Classica,Barba
Maschile,Barba con Macchinetta,Barba
Maschile,Lozione,Balayage
Maschile,Colore,Colore
Maschile,Riflessante,Riflessante
Maschile,Meches,Meches
Maschile,Stiratura,Balayage
Maschile,Permanente,Permanente
Maschile,Piega,Piega
Maschile,Pulizia collo,Barba
Maschile,Trattamento curativo ,Trattamento capelli
Servizi,Shampoo + Piega,Piega
Servizi,Shampoo + Taglio + Piega,Taglio
Servizi,Shampoo + Taglio Tatoo + Piega,Taglio
Servizi,Taglio Rasatura,Barba
Servizi,Barba Totale,Barba
Servizi,Barba Modellata Corta,Barba
Servizi,Barba Modellata Lunga,Barba
Servizi,Taglio ,Taglio
Servizi,Shampoo + Taglio + Piega + Barba,Taglio e barba
Servizi,Permanente,Permanente
Osteopatia,Osteopatia,Balayage
Terapia Strumentale,Tecar,Balayage
Terapia Strumentale,Laser,Epilazione laser
Terapia Strumentale,Ultrasuono ,Balayage
Terapia Strumentale,Onde d’urto,Presso terapia
Tecnica Mézières,Mézières,Balayage
Naturopatia,Visita Naturopatica,Balayage
Naturopatia,Riflessologia plantare ,Balayage
Naturopatia,Massaggio Olistico,Massaggio
Naturopatia,Riequilibrio Energetico,Balayage
Naturopatia,Chakra ,Balayage
Naturopatia,Kinesiologia Emozionale e fiori di Bach,Consulenza
Naturopatia,Visita di Controllo ,Consulenza
Terapia Manuale,Terapia Manuale,Balayage
Personal Trainer,Personal Trainer,Balayage
Osteopatia,Visita posturologica su pedana stabilometrica,Balayage
Visita specialistica,Fisiatra ,Balayage
Visita specialistica,Ecografia EMG,Balayage
Visita specialistica,Ortopedico,Balayage
nan,RITUALE VISO/BARBA “ELÌTE”,Barba
nan,CONTORNO OCCHI,Balayage
nan,TAGLIO & SHAMPOO + Tratt. Viso ShiseydoMan OMAGGIO ,Taglio
nan,BOWL CUT,Balayage
nan,COLORE,Colore
nan,RASATURA BARBA  “Acqua di Parma”,Barba
nan,MODELLATURA BARBA,Barba
nan,TAGLIO JUNIOR  0-13 anni,Taglio
nan,SHAMPOO e PETTINATURA,Shampoo
nan,CONSULENZA ,Consulenza
nan,Shampoo Rinfoltente ACQUA di PARMA,Shampoo
nan,TRATTAMENTO EQUILIBRANTE,Trattamento capelli
nan,TRATTAMENTO ANTICADUTA,Trattamento capelli
